market,symbol,korean_name,english_name,sector,price_krw,change_24h_pct,trade_value_24h_krw,rsi14,obv20_norm,obv_divergence,adx14,plus_di,minus_di,ma20,ma60,ma120,trend,market_warning,candle_days
KRW-STEEM,STEEM,스팀,Steem,기타/신규·세부검토,52.5,0.57471264,81508337.391859,39.575717384012734,0.4279261224111822,강세 다이버전스,16.556229971819974,25.219837794861732,21.556383221194004,53.629999999999995,59.30333333333333,70.36666666666666,약한 하락,NONE,200
KRW-SC,SC,시아코인,Siacoin,기타/신규·세부검토,0.712,-0.28011204,78494897.94918782,21.42388579588811,-0.44653874936594634,없음,24.4872951834841,17.910134184882786,27.82357921758567,0.75205,0.9050166666666667,1.1294250000000001,약한 하락,NONE,200
KRW-MINA,MINA,미나,Mina,스마트컨트랙트 L1,58.1,1.39616056,77848337.25798681,38.79637068870523,0.26222224432575497,강세 다이버전스,14.188095416582536,22.170310006213818,20.029439215432536,60.529999999999994,63.42166666666667,74.44666666666667,약한 하락,NONE,200
KRW-DKA,DKA,디카르고,dKargo,기타/신규·세부검토,4.68,0,77847751.60693046,25.65280336937346,-0.507894882309371,없음,18.94471173093346,16.973581785229126,15.44753554936491,4.9515,5.637666666666666,6.9807500000000005,약한 하락,NONE,200
KRW-COW,COW,카우프로토콜,CoW Protocol,기타/신규·세부검토,148.0,0,72007931.25822404,19.626089373682788,-0.5449240766254677,없음,46.50755882111134,7.396056052753371,33.90247513083417,169.05,202.81666666666666,230.53333333333333,강한 하락,NONE,200
KRW-F,F,신퓨처스,SynFutures,기타/신규·세부검토,4.09,0.24509804,71035965.8971677,36.05094893782222,-0.4700255912410459,없음,15.871372091347014,15.365727244755869,19.96294669489986,4.255,4.939166666666667,6.366833333333333,약한 하락,NONE,200
KRW-SUPER,SUPER,슈퍼버스,SuperVerse,기타/신규·세부검토,125.0,2.45901639,70515812.86338827,54.860710194481875,-0.18265831815056938,없음,14.143677544710755,25.781709435107143,13.846769907852906,120.7,129.38333333333333,151.91666666666666,중립/횡보,NONE,200
KRW-RED,RED,레드스톤,RedStone,기타/신규·세부검토,124.0,0,70502106.45083378,35.17073291170091,-0.10175232594944232,없음,16.022125136617653,20.46444717091281,22.457389691787633,130.85,144.53333333333333,168.58333333333334,약한 하락,NONE,200
KRW-MED,MED,메디블록,MediBloc,기타/신규·세부검토,1.82,0,69082510.28151101,26.626169887784172,-0.30603948641678697,없음,18.074534334907394,18.474792235183823,17.187822531183635,1.927,2.115666666666667,2.5869166666666668,약한 하락,NONE,200
KRW-FLUID,FLUID,플루이드,Fluid,기타/신규·세부검토,1695.0,-0.05896226,68980895.88400593,53.85507627006721,0.1738477261168308,없음,45.166982430647394,27.822394767829635,10.85640514706611,1677.4,1560.25,1932.1583333333333,강한 상승,NONE,200
KRW-XTZ,XTZ,테조스,Tezos,스마트컨트랙트 L1,281.0,-1.40350877,66602754.50914137,33.33590413418331,-0.5079953463424797,없음,17.736405804712753,20.46297703978515,20.23125414161328,299.7,329.35,418.475,약한 하락,NONE,200
KRW-SYRUP,SYRUP,메이플파이낸스,Maple Finance,기타/신규·세부검토,215.0,2.38095238,64788458.07186326,38.319399856729746,-0.5922574481508555,없음,19.547700059192938,16.044973579461605,20.296732875775678,232.35,234.65,271.9,약한 하락,NONE,200
KRW-HP,HP,히포프로토콜,Hippo Protocol,기타/신규·세부검토,9.55,-1.44478844,64567084.61040914,18.079420422809676,-0.8880242522541135,없음,21.905784599736382,20.458931805025177,28.077137880899752,11.137,13.540666666666668,17.78033333333333,약한 하락,NONE,200
KRW-WCT,WCT,월렛커넥트,WalletConnect,기타/신규·세부검토,52.6,1.7408123800000002,64129295.93765368,39.302475321778545,-0.4587844856520694,없음,32.13333150176602,13.962562995423639,22.54768460654419,53.625,62.17833333333333,75.44916666666667,강한 하락,NONE,200
KRW-MNT,MNT,맨틀,Mantle,L2/확장성,611.0,3.03541315,62496485.8801644,53.28652249433943,-0.12154034462522591,없음,28.200618117781765,24.912731893460005,20.075763276061043,585.35,660.5666666666667,802.2333333333333,강한 추세·혼조,NONE,200
KRW-MTL,MTL,메탈,Metal,기타/신규·세부검토,296.0,-0.67114094,60358924.67094315,38.810161036596604,-0.12769780987249646,없음,12.241509895917142,25.057157046256833,22.099170948029876,301.5,333.7,384.2,약한 하락,NONE,200
KRW-SPX,SPX,에스피엑스6900,SPX6900,기타/신규·세부검토,454.0,1.1135857500000002,59919746.79898198,39.76864463130714,0.21510421267968471,강세 다이버전스,8.913848463099473,17.304299645090932,16.96209331547861,473.8,,,중립/횡보,NONE,56
KRW-TFUEL,TFUEL,쎄타퓨엘,Theta Fuel,인프라/오라클/데이터,10.6,-0.9345794399999999,59635276.23410451,42.04129935921057,-0.24810112775931145,없음,22.240694959810856,15.135794459825917,20.17375393639258,10.815000000000001,11.596666666666666,13.8775,약한 하락,NONE,200
KRW-PUNDIX,PUNDIX,펀디엑스,Pundi X,결제/거래소/금융,110.0,-0.9009009,59402373.8831333,41.484186120725894,0.234673238586345,강세 다이버전스,14.448396506134397,20.622578123839023,18.799104622893353,111.5,125.08333333333333,167.3,약한 하락,NONE,200
KRW-ZRX,ZRX,제로엑스,0x Protocol,기타/신규·세부검토,116.0,0.8695652200000001,58235274.07463821,45.03235672685001,0.06015089401559023,강세 다이버전스,34.78396817516166,10.985181106164799,18.030798734102426,116.6,124.33333333333333,141.56666666666666,강한 하락,NONE,200
KRW-CVC,CVC,시빅,Civic,기타/신규·세부검토,26.5,-0.37593984999999996,57146287.59998129,43.386464785465115,-0.5764298938669983,없음,15.624341546294488,25.358538823834227,15.466378161760357,26.705000000000002,29.886666666666667,36.892500000000005,약한 하락,NONE,200
KRW-BEAM,BEAM,빔,Beam,게임/메타버스/NFT,1.96,1.5544041499999999,56751727.54791722,38.7475701832219,0.3312181581461605,강세 다이버전스,18.03111222424142,14.898254926537042,23.593313478942452,2.1085000000000003,2.1783333333333332,2.4506666666666663,약한 하락,NONE,200
KRW-EGLD,EGLD,멀티버스엑스,MultiversX,스마트컨트랙트 L1,3799.0,1.33368898,55218955.97537309,38.55735704405811,-0.28870650019313926,없음,17.277589047259344,18.5547518131496,23.135105334616053,3981.1,4195.233333333334,5014.208333333333,약한 하락,NONE,200
KRW-MVL,MVL,엠블,MVL,기타/신규·세부검토,1.07,0,55072242.42506861,20.224133007396432,-0.05254614063536951,없음,40.79441954223932,35.85083803504709,14.349898537832923,1.1605,1.3168333333333335,1.5891666666666666,강한 추세·혼조,NONE,200
KRW-ANKR,ANKR,앵커,Ankr,인프라/오라클/데이터,5.07,-1.5533980600000001,52605150.28838864,50.65862323920331,-0.1436973196428233,없음,18.70445674655925,23.974454708751672,13.145041170438585,4.962,5.294,6.175583333333334,중립/횡보,NONE,200
KRW-CYBER,CYBER,사이버,Cyber,기타/신규·세부검토,446.0,0.6772009,48042281.7614288,42.22955698882122,-0.01867368307141003,없음,16.12863682917024,22.363477915762676,19.93165679467478,448.5,500.4,616.7083333333334,약한 하락,NONE,200
KRW-ASTR,ASTR,아스타,Astar,기타/신규·세부검토,6.88,0,47724668.89997123,36.43177187527628,-0.3762172146668362,없음,20.858337597564194,15.624428003127043,21.777009496490553,7.0595,7.6241666666666665,9.616999999999999,약한 하락,NONE,200
KRW-GLM,GLM,골렘,Golem,기타/신규·세부검토,131.0,0.76923077,46426662.1671217,39.49078175565632,0.15861990505796847,강세 다이버전스,16.818772288443547,17.5885521791776,22.889800158394515,136.25,147.8,172.96666666666667,약한 하락,NONE,200
KRW-IMX,IMX,이뮤터블엑스,Immutable X,L2/확장성,157.0,1.29032258,46054513.91808577,36.7794891903706,-0.3590766203412905,없음,44.581274698278435,7.407611524599326,23.932659715465284,164.9,188.41666666666666,217.21666666666667,강한 하락,NONE,200
KRW-HUNT,HUNT,헌트,HUNT,기타/신규·세부검토,112.0,0.9009009,45910708.65781767,43.221160316998095,-0.011757028719376046,없음,28.646778331208736,19.993364340115797,11.899979254531313,113.6,119.93333333333334,133.23333333333332,강한 추세·혼조,NONE,200
KRW-1INCH,1INCH,1인치네트워크,1inch Network,DeFi/DEX,118.0,0,42411107.78429086,53.47899204663598,0.04964573434907591,강세 다이버전스,18.092823383358905,19.015552632263315,13.212813650323437,119.35,112.08333333333333,123.25,중립/횡보,NONE,200
KRW-LPT,LPT,라이브피어,Livepeer,인프라/오라클/데이터,1769.0,-0.05649718,41937315.21215785,31.220966444074946,0.5027799898775401,강세 다이버전스,14.701778971971345,19.588471395422285,24.737949660761238,1904.45,2251.366666666667,2685.508333333333,약한 하락,NONE,200
KRW-SUN,SUN,썬,SUN,기타/신규·세부검토,25.7,1.58102767,39678525.82159007,45.47038250425414,-0.32535505101316575,없음,20.794140853858494,18.306769941266843,22.533153246919667,25.905,26.136666666666667,27.095000000000002,약한 하락,NONE,200
KRW-MASK,MASK,마스크네트워크,Mask Network,기타/신규·세부검토,517.0,0.19379845,37060988.30666176,42.790044316594894,-0.25007304688598414,없음,25.550709507567536,18.620930427526027,22.04376963248861,518.5,565.8166666666667,628.0666666666667,강한 하락,NONE,200
KRW-AHT,AHT,아하토큰,AhaToken,기타/신규·세부검토,1.29,-1.52671756,36710870.265776,22.376804429111885,0.013251542602275516,강세 다이버전스,22.169727131964446,19.24426746007183,22.851696167142734,1.3969999999999998,1.4733333333333334,1.8196666666666665,약한 하락,NONE,200
KRW-COMP,COMP,컴파운드,Compound,DeFi/DEX,23530.0,1.16079106,34937718.8595079,41.961449448137216,-0.46626277762878865,없음,14.85463324490436,22.074480648837028,22.77465535810731,24009.0,24954.666666666668,28324.666666666668,약한 하락,NONE,200
KRW-META,META,메타디움,Metadium,기타/신규·세부검토,9.49,-0.62827225,33326930.30024039,29.39312539315874,-0.34814706627741326,없음,19.797564571762052,20.389243205936662,19.370017105940498,10.376999999999999,11.325666666666667,12.702833333333333,약한 하락,NONE,200
KRW-AUCTION,AUCTION,바운스토큰,Bounce,기타/신규·세부검토,4240.0,0.56925996,33052424.96701918,36.10569201580438,-0.40020424280260203,없음,48.079651153977466,9.41915671845189,27.95132705068472,4349.75,4892.766666666666,5883.55,강한 하락,NONE,200
KRW-QKC,QKC,쿼크체인,QuarkChain,기타/신규·세부검토,2.78,-0.7142857100000001,32747440.64998994,41.54432042105841,0.29247272865110696,강세 다이버전스,31.108550934649674,20.140671037881393,13.106715062933826,2.8045,3.018333333333333,3.7215,강한 추세·혼조,NONE,200
KRW-BOUNTY,BOUNTY,체인바운티,Chainbounty,기타/신규·세부검토,18.8,0,32023609.98737045,33.63066402625962,-0.4398665570681008,없음,21.321529310213357,14.868012591175386,19.574624475600917,19.5,21.290000000000003,25.288333333333334,약한 하락,NONE,200
KRW-CBK,CBK,코박토큰,Cobak Token,기타/신규·세부검토,235.0,-0.84388186,31270696.04282166,35.05664614150321,-0.29562569426535357,없음,36.27096146088765,32.00578455810225,13.605207285904676,241.1,264.6333333333333,313.43333333333334,강한 추세·혼조,NONE,200
KRW-ELF,ELF,엘프,aelf,기타/신규·세부검토,82.5,0,29778367.05961367,28.016746182052074,-0.40354949545226226,없음,31.699856885314855,18.3597951591355,18.569184889663152,86.10499999999999,90.78666666666666,101.65333333333334,강한 하락,NONE,200
KRW-WIF,WIF,도그위프햇,dogwifhat,밈,203.0,0.49504950000000003,29384839.37576886,41.871579651185975,-0.17048017822993453,없음,15.900028291430925,17.596277301958203,22.16570395641239,206.65,229.98333333333332,,약한 하락,NONE,97
KRW-RLUSD,RLUSD,리플유에스디,Ripple USD,기타/신규·세부검토,1410.0,0.64239829,28734471.68376548,,,,,,,,,,중립/횡보,NONE,14
KRW-SENT,SENT,센티언트,Sentient,기타/신규·세부검토,19.1,1.5957446800000001,27416499.01065185,47.62566213860368,-0.057392608047611565,없음,19.73224731784158,19.604224798589808,15.730273019994856,18.93,20.69,22.390833333333333,중립/횡보,NONE,194
KRW-ICX,ICX,아이콘,Icon,기타/신규·세부검토,32.5,-0.30674847,27352884.45175667,46.87126718032468,0.617420831433663,강세 다이버전스,17.564250578169528,29.469793589669045,18.87532036690368,31.830000000000002,36.18333333333333,45.24666666666667,중립/횡보,NONE,200
KRW-IQ,IQ,아이큐,IQ.wiki,기타/신규·세부검토,0.919,-0.54112554,25271746.8259351,26.56861394941825,-0.39590089159570896,없음,18.37750552635062,17.517252185056673,22.36584468464732,0.9733499999999999,1.0946166666666668,1.3283083333333332,약한 하락,NONE,200
KRW-FCT2,FCT2,피르마체인,FirmaChain,기타/신규·세부검토,9.48,0,23309317.80876269,21.890331697222635,-0.5183346608752961,없음,30.18349086901225,10.64929416324572,24.111789251766695,10.1685,11.311166666666667,14.473916666666668,강한 하락,NONE,200
KRW-MBL,MBL,무비블록,MovieBloc,기타/신규·세부검토,0.877,-0.9039548,23174546.50232781,22.992291916920266,-0.7615393674496879,없음,19.31248318167904,30.73099917679132,19.841799604020117,0.9502499999999999,1.0161666666666667,1.1809166666666668,약한 하락,NONE,200
KRW-XCN,XCN,오닉스코인,Onyxcoin,기타/신규·세부검토,4.3,-0.23201855999999998,22905196.01330417,29.33983087945117,-0.06949758100868851,없음,21.04080772814239,23.59104597183126,18.86118515016145,4.6695,5.399666666666667,,약한 하락,NONE,106
KRW-USD1,USD1,월드리버티파이낸셜유에스디,World Liberty Financial USD,기타/신규·세부검토,1412.0,0.64148254,21942261.69345562,34.39062476277094,-0.484804674750011,없음,52.78496862183996,7.5307718891980455,31.778114882457988,1434.85,1478.5333333333333,1482.3083333333334,강한 하락,NONE,200
KRW-MOC,MOC,모스코인,Moss Coin,기타/신규·세부검토,24.1,-0.41322314000000004,21803871.36251448,31.291978212894804,-0.32960076546066464,없음,29.764573324757617,23.052556054229637,16.286213361255182,25.02,26.69,32.895,강한 추세·혼조,NONE,200
KRW-VTHO,VTHO,비토르토큰,VeThor Token,기타/신규·세부검토,0.483,0.20746888000000002,19342022.46385919,39.50522395735429,-0.38025643314181046,없음,12.467505437565917,23.986954687539303,21.171012523413612,0.4902,0.5391166666666667,0.666025,약한 하락,NONE,200
KRW-USDE,USDE,유에스디이,Ethena USDe,기타/신규·세부검토,1411.0,0.6419400900000001,13235082.17936568,34.53246015517564,-0.3918815777071572,없음,24.284854761550942,10.982348274801364,26.492118532585586,1435.95,1477.6833333333334,1481.525,약한 하락,NONE,200
KRW-USDG,USDG,글로벌달러,Global Dollar,기타/신규·세부검토,1407.0,0.28510335,4437415.3198621,,,,,,,,,,중립/횡보,NONE,12
KRW-USDS,USDS,유에스디에스,USDS,기타/신규·세부검토,1402.0,-0.14245014,1554472.85468497,28.403212690254023,-0.4879983109686658,없음,39.1479571772022,7.856346854435091,26.452382125532736,1434.5,1478.6166666666666,1481.725,강한 하락,NONE,133
